feature_a,feature_b,correlation
bwd_header_size_max,fwd_pkts_tot,0.07891553497028339
payload_bytes_per_second,fwd_header_size_tot,0.07889735915094737
idle.std,bwd_subflow_pkts,0.07889042677862666
bwd_header_size_tot,fwd_header_size_max,0.07886789618179942
flow_ACK_flag_count,fwd_header_size_min,0.07865057697811531
flow_SYN_flag_count,fwd_pkts_tot,0.07849481690248838
flow_pkts_payload.avg,fwd_pkts_payload.min,0.0784133320073929
bwd_iat.std,fwd_pkts_per_sec,0.0784069784609893
bwd_iat.std,flow_pkts_per_sec,0.07839840567406908
bwd_iat.std,bwd_pkts_per_sec,0.07838929339610246
active.max,bwd_pkts_payload.avg,0.07813103346567553
bwd_pkts_payload.tot,bwd_pkts_payload.max,0.07781817855342485
flow_pkts_payload.max,bwd_pkts_payload.tot,0.07778897685933672
bwd_bulk_rate,fwd_PSH_flag_count,0.07761253680706974
idle.min,flow_ACK_flag_count,0.07745058802235712
fwd_iat.avg,id.orig_p,0.07737717022058906
fwd_pkts_payload.max,flow_CWR_flag_count,0.07723330631913532
idle.tot,flow_iat.min,0.0770368308188645
bwd_subflow_bytes,down_up_ratio,0.07686085956461049
bwd_init_window_size,flow_ECE_flag_count,0.07680723327197789
flow_pkts_payload.avg,fwd_data_pkts_tot,0.07663089413122068
idle.avg,flow_pkts_payload.avg,0.07647869552145631
fwd_pkts_payload.std,fwd_data_pkts_tot,0.07636032089200237
fwd_bulk_packets,bwd_header_size_tot,0.07606692306753832
flow_pkts_payload.tot,fwd_pkts_payload.max,0.07593196794596659
fwd_last_window_size,id.orig_p,0.07585526192462601
bwd_iat.avg,fwd_pkts_per_sec,0.07578491489357579
bwd_iat.avg,flow_pkts_per_sec,0.07577663414546609
bwd_iat.avg,bwd_pkts_per_sec,0.07576783194724912
payload_bytes_per_second,bwd_iat.std,0.07562515647663533
active.min,down_up_ratio,0.07555831565883327
flow_pkts_payload.std,bwd_pkts_payload.tot,0.07546342412408054
fwd_bulk_rate,bwd_pkts_payload.max,0.0751340805366923
flow_iat.avg,flow_ACK_flag_count,0.07513097350233047
fwd_pkts_payload.min,bwd_header_size_min,0.07478147336744939
fwd_iat.std,bwd_pkts_payload.avg,0.07475476830172671
fwd_bulk_rate,flow_pkts_payload.avg,0.0747187479945316
bwd_iat.avg,fwd_pkts_payload.avg,0.07457631810568272
idle.std,bwd_pkts_payload.tot,0.0744788256515254
bwd_pkts_payload.avg,down_up_ratio,0.0742051942790474
bwd_iat.max,flow_pkts_payload.tot,0.07406770926787304
fwd_pkts_payload.max,flow_ECE_flag_count,0.07354296539524104
flow_CWR_flag_count,fwd_header_size_max,0.07339396953154474
payload_bytes_per_second,bwd_iat.avg,0.07309624365454141
flow_ACK_flag_count,bwd_header_size_min,0.07288355085403808
active.avg,fwd_pkts_payload.max,0.0727378400999146
fwd_header_size_min,fwd_pkts_per_sec,0.07271430550670803
fwd_header_size_min,flow_pkts_per_sec,0.07270539633785239
fwd_header_size_min,bwd_pkts_per_sec,0.07269598694900169
idle.min,flow_FIN_flag_count,0.07268682666774705
bwd_init_window_size,bwd_data_pkts_tot,0.07264323381537971
active.min,id.orig_p,0.07264196674379197
flow_ECE_flag_count,fwd_header_size_max,0.07254307214283182
bwd_pkts_payload.min,fwd_pkts_payload.max,0.07244304826929113
active.min,flow_pkts_payload.std,0.07237842568773217
fwd_bulk_packets,bwd_iat.max,0.07223003135496639
idle.min,bwd_pkts_payload.avg,0.0722189700228135
bwd_bulk_rate,bwd_iat.avg,0.0719532266871053
bwd_pkts_payload.std,fwd_pkts_payload.tot,0.07177037833533925
active.std,fwd_PSH_flag_count,0.07167786984889055
fwd_bulk_bytes,flow_pkts_payload.tot,0.07164985572264271
flow_iat.min,bwd_pkts_payload.min,0.07160794526825466
fwd_init_window_size,flow_CWR_flag_count,0.0715469191364016
fwd_pkts_payload.std,flow_CWR_flag_count,0.07147463052164872
idle.avg,flow_pkts_payload.max,0.07143175505393358
idle.tot,bwd_pkts_tot,0.07142759054007294
flow_iat.tot,bwd_pkts_tot,0.07140426041637961
bwd_pkts_tot,flow_duration,0.07139506277212636
bwd_bulk_rate,flow_RST_flag_count,0.07134973202741257
fwd_iat.tot,bwd_pkts_tot,0.07127034378325915
bwd_subflow_pkts,fwd_pkts_payload.tot,0.07118589132839194
flow_iat.max,bwd_pkts_tot,0.07112278221834979
fwd_bulk_bytes,flow_pkts_payload.max,0.07102367678899116
flow_iat.min,fwd_pkts_payload.tot,0.07094649555788658
fwd_iat.max,bwd_pkts_tot,0.0709283722886169
active.avg,bwd_PSH_flag_count,0.07072655145644502
fwd_pkts_payload.std,flow_ECE_flag_count,0.07071298795556691
idle.max,bwd_pkts_tot,0.07057861579130156
active.max,fwd_pkts_payload.max,0.07040689044266209
bwd_header_size_tot,fwd_data_pkts_tot,0.07023608448847399
flow_iat.max,bwd_header_size_tot,0.07020673489593642
bwd_data_pkts_tot,fwd_data_pkts_tot,0.07019935210246754
bwd_pkts_payload.std,bwd_data_pkts_tot,0.0701337630033111
fwd_subflow_bytes,fwd_pkts_payload.min,0.07010329413962904
fwd_iat.max,bwd_header_size_tot,0.07008149097834313
fwd_bulk_bytes,flow_pkts_payload.std,0.07003371750313518
active.max,bwd_iat.max,0.06996681528635051
idle.max,bwd_header_size_tot,0.06971472801607438
flow_pkts_payload.max,down_up_ratio,0.06971338640147008
fwd_init_window_size,flow_ECE_flag_count,0.06961415576279695
fwd_bulk_bytes,bwd_PSH_flag_count,0.06960590366461804
flow_iat.tot,flow_pkts_payload.tot,0.06953046810956663
flow_pkts_payload.tot,flow_duration,0.06952292341842274
fwd_iat.tot,flow_pkts_payload.tot,0.06946826404083077
fwd_subflow_pkts,flow_CWR_flag_count,0.06944108687955697
active.min,fwd_pkts_payload.max,0.06941298071154607
fwd_pkts_payload.std,bwd_data_pkts_tot,0.06936340027056846
bwd_iat.max,fwd_data_pkts_tot,0.06921199691107167
flow_iat.std,bwd_pkts_payload.avg,0.0688232846685292
active.min,bwd_bulk_rate,0.06875686298497974
flow_iat.avg,fwd_data_pkts_tot,0.06863740109427793
fwd_last_window_size,flow_ECE_flag_count,0.06851709267956149
bwd_iat.avg,flow_pkts_payload.avg,0.06833266487084376
active.min,bwd_PSH_flag_count,0.06827880657649776
fwd_bulk_bytes,bwd_pkts_payload.max,0.06821080183432231
fwd_header_size_max,bwd_pkts_tot,0.06797658822777701
down_up_ratio,bwd_pkts_tot,0.0677628329638561
fwd_subflow_bytes,bwd_iat.std,0.06769416882588582
fwd_init_window_size,bwd_subflow_bytes,0.0676172803894503
flow_pkts_payload.avg,bwd_header_size_max,0.0675075265733106
idle.std,bwd_subflow_bytes,0.06740198606590879
bwd_iat.tot,flow_pkts_payload.max,0.06732805205204823
bwd_bulk_rate,fwd_pkts_per_sec,0.06703775107069335
bwd_bulk_rate,flow_pkts_per_sec,0.06703026551646186
bwd_bulk_rate,bwd_pkts_per_sec,0.06702231871549756
flow_pkts_payload.max,fwd_data_pkts_tot,0.06693670235352739
bwd_pkts_payload.min,down_up_ratio,0.06691491113871788
active.tot,flow_iat.avg,0.0667959170719532
active.avg,fwd_pkts_payload.tot,0.0666838232771912
fwd_iat.std,flow_pkts_payload.max,0.06668108253063454
bwd_init_window_size,down_up_ratio,0.06658372391857102
flow_iat.min,flow_pkts_payload.min,0.06642007376085832
bwd_iat.tot,bwd_pkts_payload.max,0.06635723001298507
bwd_iat.tot,fwd_pkts_payload.max,0.06620981235200643
bwd_header_size_max,bwd_header_size_tot,0.06619314906567281
flow_CWR_flag_count,flow_SYN_flag_count,0.0659521221628204
idle.tot,flow_pkts_payload.tot,0.06590790489328145
bwd_subflow_bytes,bwd_iat.max,0.06563637916452576
bwd_pkts_payload.avg,fwd_pkts_payload.tot,0.06544539150950097
flow_iat.avg,bwd_pkts_payload.avg,0.0654069123236517
fwd_bulk_packets,bwd_subflow_pkts,0.06529163192088089
bwd_bulk_rate,id.orig_p,0.06511519107800871
fwd_iat.max,flow_pkts_payload.avg,0.06480301243982305
active.tot,flow_pkts_payload.tot,0.06475756911619295
bwd_bulk_rate,payload_bytes_per_second,0.06464117681912505
active.std,flow_FIN_flag_count,0.06460304153418735
active.avg,flow_pkts_payload.std,0.0644359095007722
bwd_pkts_payload.max,fwd_data_pkts_tot,0.06427064148860229
idle.max,flow_pkts_payload.avg,0.0639918972402813
active.avg,bwd_subflow_pkts,0.06395403304696086
fwd_init_window_size,bwd_pkts_payload.min,0.06363515325372682
fwd_iat.max,flow_pkts_payload.min,0.06347836039035216
fwd_bulk_rate,fwd_bulk_packets,0.06334807054682051
idle.min,flow_pkts_payload.min,0.06324812926625442
fwd_bulk_bytes,fwd_PSH_flag_count,0.06319169189378336
active.min,bwd_subflow_pkts,0.06311609901769812
active.max,bwd_pkts_tot,0.0631063068403959
fwd_subflow_pkts,bwd_iat.avg,0.06270079831168966
flow_SYN_flag_count,bwd_header_size_tot,0.06254395851362633
bwd_iat.max,bwd_pkts_payload.tot,0.06238092114359194
flow_SYN_flag_count,fwd_pkts_per_sec,0.06220873643584403
bwd_PSH_flag_count,fwd_pkts_per_sec,0.06217323398602154
bwd_PSH_flag_count,flow_pkts_per_sec,0.0621662571320854
bwd_PSH_flag_count,bwd_pkts_per_sec,0.06215885250493227
fwd_bulk_bytes,bwd_pkts_tot,0.06214023016670713
fwd_pkts_payload.min,bwd_pkts_tot,0.062117045735262874
flow_SYN_flag_count,flow_pkts_per_sec,0.06209314487049652
flow_SYN_flag_count,bwd_pkts_per_sec,0.061977136871487135
fwd_iat.std,flow_pkts_payload.min,0.06196139579754244
idle.std,fwd_header_size_min,0.06184661203175022
idle.avg,flow_pkts_payload.min,0.06175938281407167
bwd_iat.max,bwd_iat.min,0.061609920642159484
fwd_URG_flag_count,fwd_pkts_per_sec,0.06142648317443335
fwd_URG_flag_count,flow_pkts_per_sec,0.06141593072558395
fwd_URG_flag_count,bwd_pkts_per_sec,0.06140495603157634
bwd_subflow_pkts,fwd_header_size_min,0.061326445601079374
bwd_bulk_packets,bwd_pkts_payload.max,0.06131236301971723
fwd_iat.avg,flow_ACK_flag_count,0.06127784722958572
flow_pkts_payload.avg,fwd_header_size_min,0.061240742741076264
bwd_bulk_packets,flow_pkts_payload.max,0.06123831592414053
bwd_init_window_size,fwd_bulk_packets,0.061076453792392654
bwd_iat.max,id.orig_p,0.0610520235670265
active.max,bwd_header_size_min,0.06098243756603934
down_up_ratio,id.orig_p,0.06095942861207989
idle.tot,active.max,0.06090269962679051
bwd_pkts_payload.avg,fwd_pkts_payload.avg,0.060879328985997586
bwd_subflow_pkts,flow_iat.max,0.060840043658425824
flow_iat.max,flow_pkts_payload.avg,0.06078030201488382
active.max,fwd_pkts_payload.avg,0.0607690553939791
bwd_init_window_size,flow_iat.tot,0.06076156371165647
bwd_init_window_size,flow_duration,0.06073096163810428
bwd_subflow_pkts,fwd_iat.max,0.06069126877742801
flow_ECE_flag_count,flow_SYN_flag_count,0.06052785373586733
flow_iat.avg,flow_pkts_payload.avg,0.060425758051942204
bwd_init_window_size,fwd_iat.tot,0.06041443441611655
bwd_init_window_size,idle.tot,0.06030803205433145
flow_RST_flag_count,flow_FIN_flag_count,0.0601777520634963
down_up_ratio,bwd_data_pkts_tot,0.06012240784674368
bwd_header_size_max,bwd_pkts_tot,0.060067120245704514
fwd_header_size_max,bwd_pkts_per_sec,0.06001015079243553
bwd_iat.avg,flow_RST_flag_count,0.06000137950244344
bwd_bulk_rate,fwd_pkts_tot,0.05997642616437038
payload_bytes_per_second,bwd_PSH_flag_count,0.05995947823986674
idle.std,fwd_bulk_packets,0.05992929938462141
fwd_header_size_max,flow_pkts_per_sec,0.059852027912141614
active.avg,flow_iat.tot,0.05982163012193939
active.avg,flow_duration,0.05980800890994689
flow_iat.std,flow_pkts_payload.max,0.05972435959049368
fwd_header_size_max,fwd_pkts_per_sec,0.05969347669612103
active.std,fwd_pkts_payload.tot,0.05966403821304086
active.avg,fwd_iat.tot,0.059481597583793046
idle.tot,bwd_data_pkts_tot,0.059460191469426285
fwd_pkts_payload.min,bwd_header_size_tot,0.05942967828295736
fwd_bulk_bytes,bwd_header_size_tot,0.059361778451978715
bwd_iat.tot,fwd_pkts_payload.std,0.05930435127394165
flow_iat.max,flow_pkts_payload.min,0.059254306132616875
bwd_pkts_payload.tot,down_up_ratio,0.05923191874077251
idle.avg,bwd_header_size_tot,0.05917194964783721
active.max,bwd_iat.avg,0.05913496113034885
idle.avg,bwd_pkts_tot,0.05908007800465329
idle.max,flow_pkts_payload.min,0.05907557482711752
active.max,bwd_header_size_tot,0.05895004787435142
idle.max,bwd_subflow_pkts,0.05894131718063425
flow_iat.tot,bwd_data_pkts_tot,0.058866948806506725
fwd_bulk_rate,bwd_pkts_payload.std,0.05886660960853243
bwd_data_pkts_tot,flow_duration,0.05885901817669861
flow_iat.avg,flow_pkts_payload.max,0.05883403936852589
fwd_iat.tot,bwd_data_pkts_tot,0.05874192734138746
fwd_PSH_flag_count,id.orig_p,0.05842695019881764
fwd_header_size_tot,id.orig_p,0.05833278538523962
flow_pkts_payload.tot,down_up_ratio,0.05832322715798935
fwd_URG_flag_count,flow_RST_flag_count,0.058184069141307956
fwd_iat.avg,flow_pkts_payload.max,0.05814393480270209
bwd_bulk_packets,flow_pkts_payload.std,0.05802283691562026
bwd_pkts_payload.tot,fwd_pkts_payload.max,0.05800695787406665
active.min,flow_iat.tot,0.05792991579136338
active.min,flow_duration,0.05791339949861933
idle.std,bwd_bulk_rate,0.057784526111487544
fwd_subflow_pkts,flow_ECE_flag_count,0.057654237335202786
active.min,fwd_iat.tot,0.057543645868317686
bwd_init_window_size,fwd_pkts_payload.tot,0.0574367042213172
fwd_bulk_rate,bwd_iat.max,0.057416003456864935
fwd_pkts_payload.avg,fwd_PSH_flag_count,0.05739052706118021
fwd_init_window_size,flow_iat.tot,0.05719287746359778
fwd_init_window_size,flow_duration,0.05717325186287872
bwd_bulk_rate,flow_iat.max,0.05704039123765945
fwd_init_window_size,fwd_iat.tot,0.05702235019053643
bwd_bulk_rate,fwd_iat.max,0.05686927296651844
bwd_subflow_pkts,flow_pkts_payload.min,0.05682627812937709
flow_iat.tot,bwd_header_size_tot,0.05681364822890314
bwd_header_size_tot,flow_duration,0.05680461052058041
fwd_iat.tot,bwd_header_size_tot,0.056734987048061375
flow_SYN_flag_count,down_up_ratio,0.05666462929198451
flow_pkts_payload.std,bwd_pkts_payload.min,0.05658970210629295
bwd_bulk_rate,flow_ACK_flag_count,0.05649402011485325
fwd_init_window_size,idle.tot,0.05642205551780713
flow_iat.std,flow_pkts_payload.min,0.056334061144649776
idle.tot,bwd_header_size_tot,0.05627734374305261
active.max,fwd_pkts_per_sec,0.05626424981024491
active.max,flow_pkts_per_sec,0.056258118991505575
active.max,bwd_pkts_per_sec,0.05625160103587574
bwd_pkts_payload.std,fwd_pkts_payload.avg,0.056209092013637746
flow_pkts_payload.tot,fwd_pkts_payload.std,0.056140032003103364
bwd_subflow_bytes,fwd_pkts_payload.min,0.056131901532913725
bwd_bulk_rate,flow_CWR_flag_count,0.05604356948071953
flow_iat.max,bwd_data_pkts_tot,0.05602381372471092
active.avg,flow_ACK_flag_count,0.0559961164551386
fwd_iat.max,bwd_data_pkts_tot,0.055779460475842924
bwd_bulk_bytes,bwd_pkts_payload.max,0.05573446528471627
fwd_iat.avg,down_up_ratio,0.05565038721935049
bwd_bulk_bytes,flow_pkts_payload.max,0.05563177572277821
idle.max,bwd_data_pkts_tot,0.05562037495561905
bwd_pkts_payload.tot,fwd_PSH_flag_count,0.05537034407366244
bwd_iat.max,flow_RST_flag_count,0.05528601418215212
bwd_subflow_pkts,fwd_data_pkts_tot,0.0549840796900134
fwd_bulk_rate,fwd_bulk_bytes,0.05480833098870873
active.max,flow_pkts_payload.std,0.05472941407325916
idle.max,bwd_bulk_rate,0.05464851867367719
fwd_iat.avg,flow_pkts_payload.avg,0.05462514657484261
flow_FIN_flag_count,bwd_data_pkts_tot,0.05460178133999385
flow_pkts_payload.tot,bwd_pkts_payload.std,0.054285047925902295
active.max,payload_bytes_per_second,0.054266883900611525
flow_pkts_payload.min,bwd_pkts_payload.std,0.05408414079988958
bwd_subflow_bytes,fwd_PSH_flag_count,0.05405347799912173
active.avg,bwd_iat.max,0.054005196433831226
bwd_header_size_tot,down_up_ratio,0.05396631674242677
bwd_pkts_per_sec,fwd_pkts_tot,0.053874557174696455
flow_pkts_per_sec,fwd_pkts_tot,0.05386478543458418
fwd_pkts_per_sec,fwd_pkts_tot,0.05385464142959031
bwd_init_window_size,flow_pkts_payload.tot,0.053803972767858095
fwd_iat.avg,bwd_pkts_payload.avg,0.05377877874412502
fwd_init_window_size,bwd_data_pkts_tot,0.05377704060692061
idle.avg,bwd_subflow_pkts,0.053585780710803325
fwd_last_window_size,flow_CWR_flag_count,0.053447745269519696
bwd_subflow_bytes,fwd_header_size_max,0.05336853332488007
active.std,bwd_iat.max,0.05335192462264285
bwd_subflow_pkts,fwd_pkts_per_sec,0.05331211982958436
bwd_subflow_pkts,flow_pkts_per_sec,0.05329503742846713
bwd_subflow_pkts,bwd_pkts_per_sec,0.05327758940548633
bwd_init_window_size,bwd_pkts_payload.min,0.05322119520420196
bwd_pkts_payload.avg,fwd_data_pkts_tot,0.053203796453053946
fwd_URG_flag_count,down_up_ratio,0.053153452259625006
bwd_iat.std,id.orig_p,0.05283827102823568
bwd_pkts_payload.tot,fwd_pkts_payload.tot,0.05270421206440167
active.min,fwd_subflow_bytes,0.05264543475797969
bwd_bulk_bytes,flow_pkts_payload.std,0.05253403683814337
bwd_iat.std,flow_RST_flag_count,0.05252581525980931
active.avg,fwd_subflow_bytes,0.05221455987765554
fwd_bulk_packets,flow_FIN_flag_count,0.05215208617237692
bwd_subflow_pkts,id.orig_p,0.052022631354282416
payload_bytes_per_second,fwd_pkts_tot,0.05195738149251818
active.std,bwd_PSH_flag_count,0.05193686827399952
bwd_init_window_size,bwd_iat.tot,0.05189643471084972
active.max,bwd_iat.tot,0.05181956175886025
flow_SYN_flag_count,bwd_pkts_tot,0.05179878967973465
flow_ECE_flag_count,bwd_PSH_flag_count,0.05177503096302175
fwd_iat.max,fwd_pkts_payload.tot,0.05174704561918103
flow_iat.max,fwd_pkts_payload.tot,0.05165233155705793
active.max,bwd_subflow_pkts,0.051549362730747755
active.max,bwd_iat.std,0.051376277815822505
bwd_subflow_pkts,payload_bytes_per_second,0.05135001393784606
fwd_subflow_bytes,down_up_ratio,0.05129789848659244
idle.max,fwd_pkts_payload.tot,0.05127672893402653
idle.avg,bwd_bulk_rate,0.05123052917855571
idle.std,fwd_data_pkts_tot,0.05122798159810238
bwd_bulk_packets,down_up_ratio,0.05114053518229251
fwd_bulk_bytes,bwd_iat.max,0.051104068548785256
idle.min,flow_pkts_payload.max,0.051030227206623396
flow_pkts_payload.std,fwd_pkts_payload.min,0.05086523894559781
bwd_bulk_bytes,down_up_ratio,0.05064990222240792
fwd_header_size_min,id.orig_p,0.05059482452634147
active.min,fwd_pkts_payload.tot,0.05041766791267738
fwd_pkts_payload.tot,flow_FIN_flag_count,0.0503822220801667
active.tot,flow_ACK_flag_count,0.05028352426568765
fwd_header_size_min,fwd_pkts_tot,0.05010664909680184
active.max,bwd_data_pkts_tot,0.050099241551087505
bwd_iat.std,fwd_pkts_payload.tot,0.04967417732552603
fwd_iat.max,fwd_data_pkts_tot,0.04963677461087349
flow_iat.max,fwd_data_pkts_tot,0.04950672795499311
bwd_iat.std,fwd_pkts_payload.avg,0.049491210735014717
flow_pkts_payload.max,flow_RST_flag_count,0.04944215673112914
bwd_bulk_rate,fwd_iat.std,0.04935455421415201
flow_pkts_payload.min,fwd_URG_flag_count,0.04917773980751602
active.max,fwd_bulk_packets,0.049171043695462525
bwd_init_window_size,active.std,0.049145150234284014
idle.max,fwd_data_pkts_tot,0.04912708980877182
active.avg,down_up_ratio,0.04900863528979543
active.avg,id.orig_p,0.049004617512325224
active.avg,bwd_bulk_rate,0.049000218271783
bwd_iat.avg,id.orig_p,0.04892767542405042
flow_pkts_payload.std,fwd_data_pkts_tot,0.04872438515338809
bwd_iat.std,bwd_pkts_tot,0.0486188168519956
active.std,flow_ACK_flag_count,0.04854502203515017
fwd_pkts_payload.min,bwd_data_pkts_tot,0.04844578639217071
bwd_init_window_size,fwd_bulk_rate,0.04826379872148661
bwd_iat.std,flow_ECE_flag_count,0.04821193145774986
bwd_init_window_size,bwd_pkts_payload.tot,0.047945438764201535
fwd_pkts_payload.min,flow_CWR_flag_count,0.04791559420442951
idle.std,bwd_header_size_min,0.04790777964573366
fwd_bulk_rate,fwd_pkts_payload.tot,0.047907727059326825
bwd_bulk_rate,bwd_pkts_tot,0.047894233547595845
fwd_bulk_packets,bwd_data_pkts_tot,0.04785582848306387
bwd_pkts_payload.max,fwd_pkts_payload.avg,0.04782822747375723
bwd_pkts_payload.std,fwd_data_pkts_tot,0.04759050854897111
bwd_pkts_payload.min,flow_FIN_flag_count,0.047375502633158734
fwd_pkts_payload.min,flow_ECE_flag_count,0.04718869455800734
active.std,fwd_pkts_payload.max,0.047181872357048404
fwd_bulk_rate,flow_FIN_flag_count,0.046989487613833474
fwd_header_size_max,id.orig_p,0.04697305812407196
bwd_header_size_tot,fwd_header_size_min,0.04693779494922938
bwd_iat.avg,bwd_pkts_tot,0.04691963631470384
bwd_pkts_payload.std,bwd_pkts_payload.tot,0.046804473985145346
active.max,fwd_subflow_bytes,0.04676955496710514
bwd_iat.std,flow_CWR_flag_count,0.04671956770003387
bwd_init_window_size,fwd_data_pkts_tot,0.04671764650781642
idle.avg,bwd_data_pkts_tot,0.04667323292843417
bwd_iat.avg,fwd_data_pkts_tot,0.04661651489872773
bwd_header_size_min,bwd_header_size_tot,0.04652713922693707
fwd_subflow_pkts,flow_pkts_payload.min,0.04634137426071231
active.avg,bwd_pkts_tot,0.04570019269675935
fwd_last_window_size,flow_SYN_flag_count,0.045622557639354314
fwd_iat.std,bwd_header_size_tot,0.045524152470533784
bwd_iat.std,bwd_header_size_tot,0.04529137722590496
bwd_PSH_flag_count,id.orig_p,0.04526640063051977
bwd_header_size_min,fwd_pkts_tot,0.04525181685457463
bwd_bulk_rate,flow_iat.std,0.04511561519043384
idle.min,bwd_header_size_tot,0.04506844311384341
flow_iat.max,fwd_pkts_payload.max,0.04498521654096184
idle.std,active.max,0.044961839338848064
fwd_bulk_packets,bwd_pkts_payload.std,0.04493781134685969
active.std,fwd_pkts_payload.std,0.04489619686169877
flow_CWR_flag_count,bwd_PSH_flag_count,0.04475274058082266
fwd_last_window_size,flow_pkts_payload.max,0.04473810590417755
bwd_iat.tot,flow_FIN_flag_count,0.04472729263025827
idle.std,fwd_bulk_bytes,0.04469295145699779
bwd_bulk_rate,flow_ECE_flag_count,0.044659823938082
flow_ACK_flag_count,down_up_ratio,0.04458269414491758
idle.min,bwd_subflow_pkts,0.044581117804348785
flow_iat.tot,bwd_pkts_payload.max,0.04456664540942502
bwd_pkts_payload.max,flow_duration,0.04453664597728421
active.max,flow_pkts_payload.tot,0.0445298337072508
idle.tot,fwd_pkts_payload.min,0.04445956153888111
fwd_iat.std,bwd_pkts_tot,0.04444200954818802
flow_pkts_payload.min,fwd_pkts_payload.min,0.04437638956792417
idle.min,bwd_iat.tot,0.04436392264624422
idle.tot,fwd_header_size_max,0.04427250339336404
fwd_iat.tot,fwd_header_size_max,0.0442589905970605
fwd_subflow_bytes,id.resp_p,0.044225967406357494
bwd_iat.tot,bwd_pkts_payload.std,0.04421801856594704
flow_pkts_payload.tot,flow_FIN_flag_count,0.0441546472883132
flow_iat.tot,fwd_pkts_payload.min,0.04413921191333524
fwd_pkts_payload.min,flow_duration,0.044122801021198525
idle.tot,bwd_pkts_payload.max,0.044115100300858946
active.std,flow_pkts_payload.max,0.0440698356327727
flow_iat.tot,fwd_header_size_max,0.04401305090495435
fwd_header_size_max,flow_duration,0.04399497644783133
flow_iat.std,bwd_header_size_tot,0.04398440195872151
fwd_iat.tot,bwd_pkts_payload.max,0.0438970942432393
fwd_subflow_bytes,bwd_header_size_min,0.04382074809368857
flow_CWR_flag_count,bwd_header_size_max,0.04379174954328265
fwd_subflow_bytes,bwd_pkts_per_sec,0.04376127677777059
fwd_subflow_bytes,flow_pkts_per_sec,0.04375787060546047
fwd_subflow_bytes,fwd_pkts_per_sec,0.043754162470278996
idle.min,flow_RST_flag_count,0.04375407956359901
fwd_iat.tot,fwd_pkts_payload.min,0.043674368661460065
active.avg,bwd_iat.avg,0.04357861757604638
idle.min,bwd_bulk_rate,0.043563096250233475
fwd_iat.max,fwd_pkts_payload.max,0.04347196784436573
bwd_init_window_size,fwd_bulk_bytes,0.04344524395264937
idle.min,bwd_pkts_tot,0.04326984673552995
active.avg,bwd_iat.std,0.04324728008372741
bwd_iat.min,flow_pkts_payload.min,0.04311573810964244
idle.std,active.std,0.04297824850630079
flow_iat.std,bwd_pkts_tot,0.042931188486815916
fwd_bulk_rate,bwd_iat.std,0.04289697829184403
flow_pkts_payload.min,fwd_pkts_payload.std,0.04288887243498803
fwd_iat.avg,fwd_data_pkts_tot,0.04285098036988231
flow_ECE_flag_count,fwd_header_size_tot,0.042836722681568025
fwd_last_window_size,flow_pkts_payload.min,0.042816027130119776
active.std,bwd_pkts_tot,0.042724500477699455
flow_pkts_payload.max,flow_pkts_payload.min,0.042705941801676965
flow_iat.tot,flow_pkts_payload.max,0.04261376488144858
flow_pkts_payload.max,flow_duration,0.04258283069052161
flow_iat.tot,fwd_pkts_payload.std,0.042513092410629956
fwd_pkts_payload.std,flow_duration,0.04248128862164394
bwd_init_window_size,bwd_bulk_packets,0.042459093245121
fwd_iat.tot,fwd_pkts_payload.std,0.04208955133806737
active.avg,bwd_header_size_tot,0.04204643666114433
idle.tot,flow_pkts_payload.max,0.04202067543750834
bwd_subflow_bytes,bwd_header_size_max,0.04198624466981581
fwd_iat.tot,flow_pkts_payload.max,0.041971889321864374
idle.std,bwd_bulk_packets,0.04195261903150793
fwd_init_window_size,fwd_pkts_payload.tot,0.04183145206198269
idle.tot,fwd_pkts_payload.std,0.04178193480054383
flow_iat.avg,fwd_pkts_payload.tot,0.041586158727368545
bwd_subflow_bytes,fwd_pkts_payload.tot,0.041425637974489664
flow_iat.tot,fwd_pkts_payload.max,0.04138055072540011
fwd_pkts_payload.max,flow_duration,0.041348206700419964
fwd_header_size_max,bwd_data_pkts_tot,0.041260664295954534
active.avg,fwd_bulk_packets,0.0412401342135136
bwd_bulk_rate,bwd_header_size_tot,0.041186384466744975
bwd_iat.tot,fwd_pkts_payload.min,0.04118111045372198
bwd_iat.tot,bwd_pkts_payload.avg,0.04106939100902437
fwd_iat.tot,fwd_pkts_payload.max,0.04103769223548396
active.std,flow_iat.tot,0.04102882460816315
active.std,flow_duration,0.041024368335139484
bwd_pkts_payload.avg,flow_RST_flag_count,0.04095553303889458
fwd_subflow_bytes,fwd_URG_flag_count,0.040952592441960776
active.tot,fwd_iat.avg,0.040906545212632664
bwd_header_size_min,bwd_pkts_tot,0.04090301790309099
active.tot,fwd_iat.max,0.0408983986859506
active.std,fwd_iat.tot,0.040893912450716746
bwd_iat.avg,bwd_header_size_tot,0.04089278101640658
active.std,bwd_pkts_payload.max,0.040846682240277925
active.tot,flow_iat.max,0.04081784028483906
idle.tot,fwd_pkts_payload.max,0.04071154527528567
idle.max,fwd_pkts_payload.max,0.040587956350999786
flow_CWR_flag_count,fwd_header_size_tot,0.04057580581039625
bwd_subflow_pkts,bwd_iat.std,0.04053650949888008
bwd_iat.tot,flow_pkts_payload.std,0.04042186688569422
fwd_bulk_packets,bwd_pkts_payload.avg,0.04041177420039868
